过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0xb303e84689e7a5fda3ea8a80b4854b35b983e3a3,8,15,2019/9/14,2019/5/31,337.699,35
0xda3786181670cf95edde668deadf00b2e7247ab5,8,13,2019/5/3,2018/9/4,285.583,35
0x4b8360557a06b2424a4614fead1a4c143d93d8ba,8,8,2019/11/26,2018/9/28,247.517,97
0xb7c189629680e713b703ed0bf75da75ba03fdb14,8,8,2019/4/17,2018/8/6,58.7245,20
0x2f9d3ed392d8ea0fdf251f3f0642df6f4fa6c732,8,8,2019/4/8,2018/10/15,16.5584,49
0x88a5683685a2f8499124200d239d5aea815fb523,8,10,2019/10/16,2018/11/25,19.9208,45
0x179be778f9698b9d299b4995c1afa5422e783e7c,8,15,2019/1/13,2018/10/21,959.899,32
0xf0711b92d33010ccfa6bdf57dde89f6a8defa280,7,7,2020/6/26,2018/8/23,873.485,146
0x514176f143883260b2a13cf577b5e26a92092728,7,7,2019/3/22,2018/8/14,16.4639,36
0xfceb3b3c04ffceb7593dcd5c362bed2c3082f572,7,8,2019/11/23,2018/9/8,10.6283,502
0xb4802c1e6fca2a3d968aee575dc8e3c35ed9b169,7,8,2019/10/11,2019/5/23,144.559,108
0x6d683a9e496b31bdee75bf130debd2ee2af84f6c,7,7,2018/9/21,2018/8/24,14.7699,14
0xb4df3f3e5ca1c539f00b52c25e22072c2068c10f,7,7,2019/9/27,2018/8/21,32.742,146
0x2c41b8e152d8fb1ff4a119b8397e5fb5a6b64e87,7,7,2019/11/27,2018/7/16,145.805,553
0x9d87dc449f4d21f0917e937dc9b0373abfa65f21,7,7,2019/8/16,2018/7/18,56.3037,41
0xd1fa2f334b3ade60af4a5d23578acebcecc61a7d,7,7,2019/9/19,2019/3/20,19.2977,24
0x737c6a0e4a2f794d1c18dcaebc8f4cf334955e11,7,8,2019/7/18,2018/9/29,99.7513,208
0x37fb1068508ba2f9a5b5eae69fbc97b4f2f78bcb,7,7,2019/10/31,2018/11/14,13.7913,62
0x1d457e3780c8e08d8de8ac07a2ee658c10ebd246,7,8,2019/11/27,2019/9/5,235.22,37
0x3313656e8933ec41ebce9d473456e6f6ff5cd7b8,7,7,2019/3/2,2018/7/26,13.2307,20
0x926326394e8fd7ab5b7abb804994dcc05237122d,7,7,2019/1/30,2018/7/19,95.1193,36
0x385bed16a569a275b230bf4fc6e1ba171ee11a0a,7,8,2019/11/20,2018/7/16,218.076,443
0x8737bac3b03ac61247d3a6ce721362555be664bf,7,8,2019/11/21,2018/8/2,848.344,959
