过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0x819fcbbcf82d6a8d06a512a5267cd76aff136d08,8,15,2018/6/25,2017/12/29,202.189,30
0x02247c9cf1651fd90b5fd05f8b88730a97eb581a,8,9,2020/2/28,2019/12/24,3323.94,17
0x78867858c4abe9e73ec7bb23e2f67a72ad17e6e7,8,10,2018/6/24,2017/6/16,310.348,174
0x3c460b5974ecdc225feaf8d5be1616ea247a155f,8,19,2018/6/27,2018/2/9,219.675,40
0x358d0579b45b72c823523af8a37bf69ebf132f9e,8,10,2018/6/27,2017/9/5,257.984,107
0x85bfb5791538ed4c1eac59a986a1bee9252e263c,8,19,2018/6/25,2017/6/16,388.102,200
0xaacfa368f52b5a53bd9779baac29b34927e9fb71,8,32,2018/6/22,2018/1/5,625.503,63
0x717d703526bca14a8a788d94288a422557859d71,8,10,2018/6/24,2018/1/15,151.37,21
0xcbd37952128afde036d57d8b5f234893bdb3caa3,8,9,2018/6/26,2017/12/26,41.55,58
0x83b961f67aaee0b018442a61ed6695169294a4a5,7,8,2018/6/25,2017/9/3,192.67,54
0xc24b2d982e1f7e7a21567875dcd3ba0e7beb557c,7,8,2018/6/25,2017/12/26,33.862,21
0x0afcb3078ae26715447b82fbf59fbb6e62598cd8,7,12,2018/6/26,2017/8/2,1314.95,43
0xc20de56e8802cdbe133af64b423d345942b4bfa5,7,10,2018/6/25,2018/1/10,91.311,38
0x12de81c55966f2e6e358f5bfb1797259cbe0ee3e,7,8,2018/12/8,2018/11/14,139.84,98
0x2312113ad26f89cccba4e411016154316da87dda,7,11,2018/6/26,2017/6/18,939.392,65
0xbb4b7ce1739a12e68ec2b3fb06344cab1a3009af,7,7,2018/6/25,2017/12/2,49.855,15
0x373983b02259c1e701d3c9e622d11eae23825793,7,11,2019/6/3,2018/8/8,96.012,26
0xfd8c39f9963239a9417d352fa105ebecc7a3533f,7,8,2018/6/25,2017/9/9,43.392,19
0x2c4ba92c0a956641f7c52659f735e72ed6d86658,7,12,2018/6/27,2017/4/5,846.573,102
0xf252d66e898fb3614265438d01c82bb44e7fe362,7,8,2018/6/24,2017/11/30,81.394,22
0xa557b8e97863a2f22f4ee173334f749ffe077d93,7,8,2018/6/26,2018/1/15,50.465,32
0x1388d22906e9f39c15d4dda0dc1fc0a484644553,7,7,2021/2/11,2019/11/23,13.153,218
0xc9fab6ec6049e0310af9c2608dcf0e0eb6daad6b,7,14,2018/6/26,2017/9/3,442.056,48
0xa41678ce20d6cc55459c92dd3fc89743e40a7728,7,23,2018/6/26,2017/5/15,259.171,109
0x5f703f2190512a8c688c625b4f2c89eab2513d7e,7,8,2019/4/3,2018/9/5,66.98,226
0xc168062c8e16e7d597f1a89681c089f4afb7a1a3,7,22,2018/6/25,2017/6/7,426.124,144
0x1481a4e3d61dec283ebcd639f43cfdbd7ab328e5,7,12,2020/12/11,2019/7/30,147.225,38
0x3a8577cb40c491925157a75c1adc105f7dab329d,7,11,2021/2/20,2020/3/8,330.961,18
0x5aff36a7a26176a6530d10d172ee1857a34ce4a5,7,17,2019/6/12,2018/12/22,2766.53,150
0xa50b4bbed0ad29bc5e66bbbfe237287bd41ddf75,7,12,2018/6/26,2017/9/5,976.13,47
0xae4e6a5b34ca3cb47d5827e09cd3481026f697a0,7,13,2018/6/23,2017/8/1,407.503,53
0xec8b6e22e0823543f6b4b6700ccfce06312274b7,7,9,2018/6/24,2017/6/6,142.067,267
0xd90675e28edf82af806baeb3db14276a4260c94d,7,7,2018/6/23,2017/7/30,357.191,25
0x381a92af11d175277796a507a4de970fe75a333d,7,9,2018/6/27,2017/5/30,22.6,142
0xddc142d52207e6c8d06b4961c388409edff6ad33,7,16,2018/6/23,2017/9/28,121.106,80
0xa58d49c7bda9abe580008aa43b3437db01fc1d7e,7,12,2018/9/11,2018/1/2,124.253,26
0x5292815efcbc7d50f3b2efbaacd0ed4f6364a924,7,10,2018/6/25,2017/5/31,1154.74,44
0xa97a1e5fb41196076d3362cb86f307967469c5e8,7,9,2018/6/26,2017/12/26,123.838,18
0x9c8931a5da3298a962b34454cc039a92aed9f630,7,8,2018/6/26,2017/12/31,95.403,26
0x5e0051df2862b6308a1b07a9d634fdb65e2a222b,6,11,2018/9/11,2017/9/5,240.712,23
0x2f61a98d16eb2804ecadffba0748afa0ae0443e1,6,10,2018/6/26,2017/8/21,346.039,41
0x67a5a08319f2ec3aef0e0fad08d0304e5448e60e,6,17,2018/6/22,2017/6/25,1961.16,36
0xbfcb64b53d5860a88a8fc283fcb5a6cad61bc727,6,6,2018/6/25,2017/3/17,834.769,152
0x04d4b62df3f21e6230c3f92c9a9e18dbdf87baee,6,7,2021/3/8,2019/7/1,24.459,1361
0xd2be22bef07e41fa7f2ea76ca629ec48e697cbbd,6,7,2018/6/22,2017/11/2,436.758,31
0xf8398b2c7f7b26236cab3ce95c90d8aaba39989d,6,7,2019/5/27,2018/8/4,51.499,54
0xdd4d014e6f1907a14622b55940639b89f9be311f,6,12,2018/6/23,2017/9/4,178.446,71
0x7b2a889ad3ac6c18ad6db97abf9e41c20211c9e2,6,13,2018/6/25,2017/9/4,584.347,24
0x395eabcbf1254feb8cb743b7726c7cdc4b7034db,6,12,2018/6/27,2017/11/25,480.904,49
0x010c8f8c08892f5201f0b6d61a97d2f97df5131c,6,9,2018/6/26,2017/8/31,650.386,29
0x7e583c00b100acde7f1f49ee4d15610150b97a51,6,13,2018/6/25,2017/10/17,311.864,28
0xe9f47205d27a035ee5623132106ba9fe0d65d65e,6,8,2018/6/23,2018/1/10,85.206,17
0xe85cfc30dfe4f9fc603709f9e68ee21fd531f3f7,6,6,2018/6/23,2017/9/15,47.287,68
0xc1b77d57c70ac769eeabb5ecd0641af37db95dae,6,9,2018/6/25,2017/8/25,213.537,19
0x90b9b2d79dbe26cdaefb08ba4e76f0e4937e6259,6,17,2018/6/26,2017/8/1,468.646,80
0x2eaea644a6a8a77609ed3ccbb7b3b7f750e19627,6,10,2019/6/12,2018/10/14,89.708,811
0x0f2ab7fa93cea3fdea8c586a9cf1db40f028b0c3,6,7,2018/6/27,2017/8/1,1092.88,35
0x1f3e9e13805cd2677413d3d29ef0b66d753d7af4,6,8,2018/6/26,2017/3/17,243.991,90
0x6227910489da59744f2dcb0d3c616b7390c5d460,6,9,2018/6/25,2017/8/1,652.024,50
0xef8abd31da5e974de47dd770efb0395b62b8b2ef,6,13,2018/6/24,2018/1/2,224.589,34
0x605001a17bb5dca098c7a002a8b0055fd022d8e8,6,7,2018/9/10,2017/7/8,308.117,39
0xe3e99666ee1d2119d3e9d4aece512247c899cb4b,6,29,2018/6/23,2018/1/4,43.009,126
0x686fae0548a5ede7337270e80e6bf4d8ad3c72d6,6,6,2018/6/22,2017/5/27,434.058,46
0xdd8176f13ea242a232858c7d4cc65b0d1febf6f6,6,13,2018/6/23,2017/8/27,695.083,63
0xb0a746acf9f72609a1ca2e13c14f83c97af546f6,6,7,2018/6/24,2018/1/9,56.516,19
0x3e85f599718380c0340f17a4e069aced7992e484,6,7,2018/10/25,2018/8/9,42.283,32
0x34008d39a0c30e03be50aa53407efdf314868129,6,6,2020/11/2,2020/2/7,74.632,29
0x154e980ac7164f61371dbc353db8b85885387246,6,13,2018/6/26,2017/6/19,179.078,27
0x6f2d47ebe856c3d1e5a5d7d9115945434018bc38,6,6,2019/2/15,2018/10/25,65,140
0xe4b5a3ac17c0adf37cea78a61c78a2d6caf1314a,6,7,2019/3/31,2019/2/18,50.669,16
0x1f926f9ca0e9d07b96e83e58fad91c04d5d8c37b,6,6,2020/8/19,2020/3/27,21.289,14
0x6e82a5109d41fc5a0cb6c9fbc08c0de15ed4d01d,6,9,2018/6/23,2017/9/5,381.366,146
0x48f6f7717f3429a585203d53b0689e1180edb2f6,5,6,2018/6/24,2017/8/1,188.8,42
0x5225de2624a286d968be74035057c84c8be939a5,5,7,2018/6/25,2017/7/7,399.669,17
0x469f02bbdc65bb9b692edde42beb937121a1b25e,5,9,2018/6/23,2017/9/21,175.085,24
0x9b2423da4e3deca3e7e3a0dca8e51584538cc348,5,8,2018/6/26,2017/8/1,395.447,106
0xb10a78de2290942a9c9b2fed921b475ab188f9a1,5,9,2018/6/24,2018/1/1,41.31,19
