过渡地址,转币天数,转币次数,最后一次交易时间,第一次交易时间,转币金额,总交易次数
0x88aaaf68faaa3d0c49bb966f903024b7b39b71e5,15,16,2018/6/18,2017/12/24,72.4996,836
0x18b7778f74c37fbeee78644f63cdb47b39c9bfe6,15,18,2018/12/15,2018/7/17,8950.19,117
0x1a457cb713dcdc2725d0b2561e256e96dfd2e0ac,15,17,2019/10/25,2018/8/7,265.494,379
0x1349f0ed963c66c76f170646403abfb1f0e80469,14,20,2019/5/21,2018/9/26,2143.82,84
0x146faf2a474bb277391ba8bec33a9195589101a7,14,15,2019/9/30,2018/7/18,1520.53,44
0xebb754b3220ecb1c862135f584934f0cd88255dd,14,14,2020/6/7,2017/9/1,102.933,1303
0x2c9413910a7113bbba80a7b57541713ee8c13dad,14,15,2018/5/19,2018/1/3,1037.54,49
0xe9e2f5b0ef987642bdd1c38875463b030b6f9104,14,17,2019/11/18,2018/12/21,359.716,119
0xabd28a5902385eeb59e9a6139351af188a0ee637,14,20,2019/11/14,2018/7/28,1019.35,272
0xabc49e2d6ef00c922604bcc5f2f5cc4b72d9dd2e,14,16,2019/6/28,2018/8/17,57.56,158
0xb678393ec402915e5e094c4e3b66997f89b54baf,14,28,2019/11/1,2018/7/24,2066.75,72
0x78d6b5c608c9357714e2962acecf7df6e4d7c29f,14,14,2018/4/9,2017/12/27,17.0092,30
0xb35785e9b73fb342c5c9e9ae24a012f8557955ff,14,22,2018/6/21,2018/2/12,7773.83,196
0x8e131c86b299a57d5e279bc575a13be2ca3c7620,13,13,2019/9/17,2018/7/23,106.88,30
0xd9f2ae8d236240d1916db99061ed230b77ceb614,13,15,2018/4/30,2017/12/26,9.24,237
0x3ac04fe1af0df9c4a19375de08a61dd7168241fc,13,17,2019/9/20,2019/4/4,93.6522,34
0x561b95bcd9299f4e31598f0ac6808f5781817f30,13,14,2019/9/9,2018/8/8,369.048,417
0x4233b78f471dc5f15dcccc92c5b424fc82c9140b,13,17,2019/11/22,2018/7/23,676.216,187
0x257ade2885c51da522c60585d426d642ebd61b9b,13,18,2018/7/16,2018/1/4,128.16,746
0xc15e30c9648bb617afda0bb9b40bede643ea528b,13,15,2018/6/2,2017/12/30,424.468,84
0x1e2cb50a54724af0e608aeac4a431545dcc2a3f9,13,15,2019/11/22,2018/8/9,315.861,138
0xea3576bfa4e7b1a571f877e9381a67ceb5fb04e9,13,16,2018/6/9,2017/12/1,84.8502,106
0xcdbc317ce7fdf6507e0e61fbd2c31c58d034cad7,13,14,2019/8/19,2018/10/16,738.863,764
0x4cf6d786528d613ecce8c03a44a2229517776c8b,13,15,2020/5/31,2018/10/31,19.579,462
0x40f6369256ebddffcd31aa51a8bf8692c90e9cf0,13,13,2019/9/29,2018/8/2,704.734,127
0xa65516c55d3f2edef799bdf1e5226e54f03e1cfc,13,13,2018/7/7,2017/12/9,39.7921,143
0x882e9ac2e7efcb2de99f1d865ff6771986b5a919,13,17,2018/7/6,2018/1/12,114.328,367
0xa87b3a51dc806111203714651dc7da0d5870deda,13,14,2019/9/20,2019/5/24,13.7141,28
0x5e9a7026b153e008d19b83ad8ca8727e4f5b58dd,13,13,2018/9/10,2017/11/15,9.662,332
0x7236f54fe77f406686e4b4f17c2f4606046ec2c6,12,17,2020/6/17,2018/8/22,101.496,42
0x7d83ecb1fd5d750e7aa1c42ca10e626e0a1b0630,12,12,2019/4/8,2018/8/2,271.006,34
0xc36508cff9682ed07ffacffdb3e922bb9a9893ab,12,14,2019/11/27,2018/8/21,105.469,139
0x9aec7b04bd56e95bd4968d7456b7501db519a90f,12,13,2019/11/4,2018/8/28,695.38,78
0x634dfa78048ea12d36c5419fd0a56e634044e4d2,12,18,2018/6/9,2018/2/4,166.49,787
0xeae44a79b92ef3ae6e60f173431c0fb1ac87c712,12,22,2019/6/19,2018/7/28,1696.57,82
0xbc9333359d9273416c648df9255d5bbfc12baac8,12,12,2019/11/9,2018/7/31,26.4821,102
0x35271ec9a0555f4fc8d39f4c0e306b0485afcb70,12,17,2019/6/1,2018/7/23,1029.4,492
0x685f41025829814f636308df9ed438e261b8d815,12,13,2019/11/3,2018/11/5,424.978,35
0xb79446bb536d174de65526bb6d8cb91d3c86e1a4,12,14,2018/5/16,2017/12/28,279.235,209
0xeb6b273e4ce5abb1fc8e4972f04d994619b76b7c,12,13,2019/1/26,2018/8/7,1255.01,66
0x99a3bf8e88cce89946d98c15c14325f70103fc26,12,21,2018/6/26,2018/1/10,224.83,49
0x7b5859b12cc0445998b849ffd818c249009e0754,12,14,2020/1/16,2018/7/27,31.9395,80
0x201cb0d9fb485e96f9ca743d505fc54e5067e6a7,12,15,2018/6/24,2017/12/2,989.776,53
0xa4238be54f775970f4b646d511a9b1001818c9ea,12,13,2019/11/26,2018/8/8,323.004,100
0xd7be85819bfbfeb16d4e7841ed56dce4dfda15d8,12,12,2021/2/27,2018/9/5,1.15111,328
0xb001ce44d5ed00ebbc98001783edf7cbdf4f9e6f,12,15,2018/7/7,2017/11/29,9.75589,394
0xe4bb90b2befdb8072b297289e334a948fbebc8c4,12,13,2019/11/15,2018/7/19,153.539,71
0xfffeddc2435875659bbb3bf0bf2ad07c5c821037,12,13,2019/11/8,2018/8/17,216.152,73
0xf8b97878c40974c7bf86727df5e0cee1b117821e,12,14,2019/7/17,2018/11/18,322.86,119
0xfdb85f1528810865d05fe25a01627ca61b472a41,12,15,2019/10/10,2019/4/8,756.996,198
0xe82a73c7b0e0854d119d1518e3b99578b6797a9d,12,17,2019/10/28,2018/7/18,823.762,148
0xfc84f5ae47c49ed5cf40fe87fc23bf7b0ee84799,12,15,2018/11/21,2018/7/17,1213.62,30
0x2985783c0e48903e2974c3c2cf2609db49d20ca0,12,14,2018/11/6,2018/7/25,820.86,103
0x32099559d5831ce203f83bb22a29000b536cefe8,12,15,2019/5/28,2018/12/10,454.166,57
0x88e52fe760c785d7f7c8ffc363de426f664ff9bd,12,15,2019/11/24,2018/11/14,729.85,208
0x9dbb3eb762ddc338a4caf6260d5a9381b4fad557,12,18,2019/11/5,2018/11/1,558.241,91
0xf7944f97539069c85ec2e0f6e97f714c6c57128a,11,13,2019/3/14,2018/9/12,88.9591,25
0xde9b381a7248c6ce44124590045b3faec6819d17,11,17,2018/6/11,2018/1/14,674.486,36
0xa1e409898df8522dee0811cb6832e1f6d5ae8b04,11,13,2020/1/23,2018/7/24,199.039,75
0xf170c4ff2fd73485ff28837a04b71779dcb4f08c,11,13,2019/6/27,2018/9/15,881.56,115
0x418f1ccdd7a235fe96c2308b0c1fc9bbae9ee00b,11,11,2018/5/16,2018/1/8,49.0482,22
0x3896bc883749d9512afe311a4e508645e1a7ce29,11,11,2019/11/23,2018/7/25,183.195,113
0x0f623a3520a23cfcf48531a4299ed5affac3f51b,11,14,2019/5/16,2018/9/11,42.7881,68
0x0654f80ab8ca94b07cfa4a8dc66405de2809b970,11,14,2018/6/22,2017/12/27,164.848,400
0xf5137a07f08ec66e6755e12556c6adcd0a4f063f,11,12,2019/11/23,2018/11/5,191.057,411
0x8060ea4c278fae298ef0059957cda7dec7aabcab,11,13,2019/3/15,2018/2/5,76.532,1165
0x1675f1087916183529377f284114731fea9e9183,11,11,2019/7/14,2018/8/1,113.531,43
0x5bf55cc8e501adf4a8f2e496cc00fac22fe8a475,11,11,2019/11/13,2018/8/8,1726.36,75
0xe6fbdd92c86b1a7c6de05054cb82e4671607532d,11,11,2019/10/14,2018/8/2,109.02,109
0x4afd32db05ba1d5e9ec3857e6a9b096c39bc09f1,11,13,2018/6/7,2017/11/8,37.1401,66
0xd6e52b74bba1fba1e8772f0d68c8472bddd2fe0d,11,14,2019/11/22,2019/4/9,432.568,35
0x402448d0f784e6406c2ae68cd241fbc4d71bc27a,11,15,2018/3/28,2018/1/25,190.627,44
0xeeb4882fdbaf178afd15a0b91ea1f5ebc8457e14,11,11,2019/9/2,2018/7/17,1105.4,87
0xd61e5827860df99e0171bc8bd8c164920996babd,11,28,2018/4/3,2018/1/25,2.78319,488
0x60f8470a1b329f3b9bcbe5545916ab1f815a3995,11,13,2018/6/21,2017/12/23,147.807,45
0x21f207595981f37303e80d6e8b9ce65ad2facfe8,11,11,2019/9/20,2019/5/17,44.8896,22
0x5f707bf16b5c5ce87a9c2b47c06c94848203e128,11,11,2019/11/4,2019/2/19,132.454,129
0xc9949ae8d474d62524ede64d3d9d26593a6eafca,11,12,2018/4/26,2017/11/7,400.367,226
0x9b41a0639e76772946cfbae3ebff5827145d5e4c,11,16,2019/5/12,2018/7/25,601.023,68
0xd75a0887cd9a3730d95862a0faa2b36b15115b58,10,10,2018/5/24,2017/11/25,137.64,94
0xf1544451d03ef8ce08bab4fc07f997d5a2c243a0,10,13,2019/11/20,2018/7/24,126.65,36
0x73f5a7258978b2ccdbc2385eecd31af04e657e8d,10,14,2018/2/6,2017/12/23,99.7653,45
0x4a7d96c7eee663bacddf6f923f4cf99b21fe5900,10,12,2019/11/26,2018/7/25,1158.21,233
0xcdaf9a84920782eb20692a35ea22a0c348a9995f,10,20,2019/10/18,2018/10/16,728.527,76
0x478a0899b7d7a91f885ed39cfb5ec44d73b6e09b,10,11,2019/2/16,2018/7/30,523.5,87
0x231f9327ec824e401af64d791aaf931c894ddfe1,10,13,2019/10/25,2018/7/24,41.8442,35
0x0df9478991f873d8992a6de4b8c4859471c39c50,10,11,2019/11/26,2018/7/18,988.581,234
0x9f419c6f1a3e87db64add91ea33b1c53c95f4edb,10,10,2019/9/20,2019/4/12,47.3433,20
0xba73f5aaf357cb720367242b83c57a643b91ef06,10,11,2018/3/2,2017/12/27,32.7511,33
0x110e74c9fe00ca06e75ebc5eaac4bb75717e6120,10,28,2019/7/11,2019/6/3,6937.06,57
0x6f6130129c4d6a3050438264e4e5fa6e0950c18b,10,11,2019/7/24,2018/8/20,2588.09,87
0x1b0aaf251cff2c0f52aff95210ace29ddd89122e,10,13,2019/8/13,2019/4/5,8.32784,26
0x391fc58be933710607c321de4142c3a2d4a02b89,10,10,2019/10/25,2018/7/26,182.569,82
0xd3bd792bc96aff145fc93bec02aff1b218d42a7a,10,10,2018/8/15,2018/1/18,7.13,150
0x937a1aec0888545b3c1f45742f4e22c2e5a65d38,10,10,2018/6/28,2017/11/12,258.238,89
0x7cc49107bb74fff958fefc38df0ef36951a3e091,10,10,2019/9/1,2018/9/13,184.317,57
0x4c1efa9a335d4d0acb4a0ad68394fe0d82dace02,10,14,2019/11/5,2018/11/5,259.721,75
0x86e75d93fd30fafd9710df78c481aa0115121438,10,11,2018/6/25,2018/1/17,77.4107,34
0x9d421d2f523d9d662ed5e9935c3ab4b3a602adeb,10,14,2018/2/6,2017/12/31,79.0349,31
0x764a5c4388a73187e7c8f6bad9e180ab23c3dd1e,10,10,2019/9/20,2019/4/12,70.0646,20
0x3972678076db34c870aec9a9110490ca5772a32f,10,11,2019/4/1,2019/1/16,558.832,36
0x7e35bfd9d3d475c3e03cbc8ef0a770c606623a5f,10,10,2018/3/10,2018/2/2,106.023,27
0x8913c497e346d578c6b75616aeb4d044c2d6dca4,10,11,2019/11/11,2018/8/1,271.734,122
0x210367425d00f3489cdf5c5c7bf8aad7a980b5ba,10,10,2018/7/6,2017/11/6,41.1219,63
0x31689a26296f54dcb47b7f5b3bd9eba25723794f,10,12,2018/7/5,2017/12/3,228.535,57
0x89d6a974f80f702fdabc63f94e0defa8aa8ab954,10,12,2019/2/9,2018/11/30,232.88,28
0x1df37fa14ef445f26ef2840e5b707dd2b050c94a,10,20,2019/6/7,2018/8/8,268.516,202
0x606b5a776fa28dc5a937fc4f41227a9a74c69051,10,12,2019/2/23,2018/7/19,12.6631,28
0xf16fb35ed79a23dd1f82bdf28fbe84ec71a12df7,10,13,2018/12/4,2018/10/11,201.264,29
0xb1746a9b5d4310c3d4118fd05f6804a2267cf906,10,10,2018/2/4,2018/1/6,13.5842,31
0x9d0c17efde70b9065860e026e5c0536c76d0acb8,10,13,2019/4/23,2018/7/29,88.5205,30
0x2cc6019c904539e3cbd2d131e99c0a3a85c0e85b,10,10,2020/1/23,2018/7/17,43.1079,113
0x4d4952f71a2a755a10c98e0577c1d496152c9527,10,10,2018/6/26,2017/12/22,45.2862,230
0x3c79d8a80ac45f95bec266cb8e28eebec15a56ff,10,11,2018/6/14,2018/1/18,40.8103,32
0x0e620eda4bd002f96a7a13ca5636253bfe86f522,10,14,2019/10/16,2018/8/5,1152.04,118
0x84dd8b699fd871786bdfeb97bfeacd28e95f3f5a,10,10,2018/4/16,2018/1/6,390.83,52
0x666b6695eeb81cc2a3d8e59cb6367c7def37fd9a,9,10,2018/7/3,2017/10/26,26.01,472
0x6e9ef06b1d52995f978885f79449a71b1927f2d6,9,9,2018/7/4,2017/11/19,59.1466,141
