0x11817afb29279703c5679959417015328ca6a0d1,256,1939,2020-04-24,2019-01-07,2.443e+06,320047
0xcb2742d0b23099cd8a483c20114501594e5595f4,97,275,2019-07-08,2018-07-17,37358.2,2206
0x31d32ddb237b9b8ec893b0ac529e36a48af21955,95,220,2019-11-27,2018-12-28,41387.5,1138
0x396bcf4a2c38c7aa5e9790e47c7f9844b8f0a60d,94,205,2019-11-26,2019-04-19,39116.1,568
0xb15984f524cf03a3fbb7c874245045645c28fc3d,89,120,2019-10-23,2018-07-23,76246.5,450
0x399ffb0e95e16984f4bb54b9ace6498a5fc91d10,81,127,2019-11-27,2018-07-18,11223.7,2659
0xe50c5205da1880afe520becaaec3964ce44f55f7,71,151,2019-11-26,2019-05-23,27757.2,407
0xd53d20eba9aa3679d4dd0219ec4cffb4b2368926,69,164,2019-08-22,2019-04-02,30237.4,463
0xc6776d2cc3f8d338f9d31fb805c4c7f806ecc38d,63,91,2019-11-23,2019-07-02,9095.88,750
0x95ba4d6788f3ae4df22bf7bf7c292eaf1eba741c,53,143,2019-08-29,2019-04-16,17758.1,262
0x796d41eeb2a12668fd6330edaf81a34365f94e96,52,97,2019-11-27,2018-12-24,16900.7,1198
0xa39882300552eb5ae793b21a8522e194ab040f1b,50,72,2018-12-14,2018-07-16,34071.1,280
0x23c98c5e42bf981f3ebe9739839906714630c83f,49,137,2019-11-25,2019-04-08,24653.7,397
0x571aa42b6101098d7685da7c356e5e9d439a2b45,48,65,2019-11-11,2018-07-17,47908.6,477
0x1d62019bfa679923404c78eebd33eef2c5f37039,47,88,2019-07-15,2018-07-19,2932.16,191
0xe400a3020433fc4dab4331025c166f702a47a49c,46,62,2019-11-06,2018-07-20,352.602,408
0x4c6aa3d7b6137d7efa880dcf6dbcf6395091f3ff,45,55,2019-11-05,2018-07-18,43989.6,466
0x9664d98b91381af7910e673c5983f83c46865dec,45,56,2019-07-17,2018-07-23,40249,479
0x1df37fa14ef445f26ef2840e5b707dd2b050c94a,45,80,2019-06-07,2018-08-08,605.867,202
0x050a9cdb3df822e27ae1dd08444ff1fb64a5ee64,42,56,2019-11-20,2018-07-23,1047.71,250
0x5aeea6e45419f313d210810970098d66a3637da8,38,58,2019-11-26,2019-04-13,476.606,294
0xd68ecd78e18b1024a002716e0116a0699571a6c0,37,74,2019-11-27,2018-08-08,19020.4,380
0x27af87f6017190d4733617af5e30b44f140f247c,35,65,2019-11-27,2019-07-11,12312.9,252
0xf8a26825b3dec8c02f600bd7cd2017101b5c1ebe,35,143,2018-05-15,2017-12-20,1309.63,245
0x6ead2f3ac3a16132d6d99670809b98477f0a47de,35,57,2020-03-16,2018-07-17,946.049,441
0x3f332a6a2573e66d5fb9f4b69c21f9121d1f8297,35,43,2019-06-04,2018-12-28,777.815,95
0xf3ca10f8be8fc97993c3463f13225ff8cd4da93c,30,59,2019-11-25,2019-03-27,2733.83,632
0xc53fc2b9ccbb91547d927f596887461c1853a45b,30,44,2019-11-22,2018-11-26,3363.62,443
0xd6b8849f1963f05846a0dcd990953c060688cdf2,30,53,2019-06-13,2018-11-15,1399.22,109
0x00e8c79b5bdde677580b694a87b5031987a26832,24,30,2019-01-13,2018-08-09,437.248,72
0x50189beed00aa0a8ab4505289e11e7f7c61f88c9,21,56,2018-07-12,2018-02-09,361.916,104
0x9e44f1ab8436cc9b4e3bfafa39bbff30788d2644,20,29,2019-11-26,2018-08-12,354.516,255
0x7bf1a5d764fe890f3ddf875d4ffb0a332f37bf1e,18,45,2019-11-27,2018-10-18,6567.33,2830
0x30bd02f8383caedeb084328d3b5d76d7c59d74f8,18,20,2019-06-24,2018-07-21,9.153,44
0x19a7d18c991deb066be25023fc5337e5d51152ff,17,18,2019-11-20,2018-08-09,132.534,127
